season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
4,1,11,0,0,2,1,1,0.32,0.7,0.1343,29
2,1,5,10,0,1,1,3,0.58,0.88,0.2836,99
4,1,12,17,0,4,1,1,0.3,0.45,0.1045,617
1,0,1,5,1,1,0,2,0.18,0.43,0.1642,1
2,0,6,22,0,0,0,1,0.64,0.78,0.2239,130
2,1,4,1,0,6,0,1,0.52,0.77,0.2239,88
3,1,8,6,0,4,1,1,0.66,0.83,0.1642,167
1,1,1,10,0,4,1,1,0.14,0.59,0.0,108
3,1,7,5,0,1,1,1,0.66,0.83,0.1045,47
3,0,8,12,0,3,1,3,0.76,0.55,0.1343,161
1,1,1,23,0,4,1,1,0.24,0.7,0.1045,60
4,0,10,8,0,1,1,2,0.42,0.88,0.1642,398
2,0,6,16,0,6,0,2,0.72,0.3,0.1343,440
3,1,8,19,0,0,0,2,0.64,0.89,0.1642,292
3,1,8,19,0,3,1,1,0.76,0.66,0.2239,686
3,1,7,22,0,0,0,1,0.7,0.7,0.1045,148
2,0,4,1,0,1,1,1,0.4,0.56,0.3582,11
1,0,12,18,0,6,0,1,0.3,0.42,0.0896,35
1,1,2,12,0,0,0,2,0.28,0.52,0.2537,255
2,0,4,17,0,6,0,3,0.5,0.88,0.5821,15
1,0,1,21,0,1,1,1,0.14,0.63,0.1642,59
1,1,3,9,0,4,1,1,0.46,0.77,0.2537,286
1,0,12,5,0,4,1,1,0.38,0.82,0.0,16
4,0,9,8,0,2,1,2,0.64,0.89,0.1045,427
1,0,3,13,0,3,1,1,0.5,0.25,0.0,125
3,0,9,16,0,6,0,1,0.72,0.7,0.194,374
4,0,10,19,0,2,1,1,0.56,0.6,0.1045,317
1,0,1,21,0,5,1,1,0.08,0.38,0.2836,41
3,0,8,10,0,1,1,1,0.86,0.36,0.1642,97
2,1,4,16,0,3,1,2,0.64,0.44,0.2836,390
4,1,11,0,0,6,0,1,0.32,0.76,0.0896,122
2,1,5,5,0,2,1,2,0.52,0.72,0.0896,17
3,1,8,4,0,6,0,2,0.66,0.69,0.1045,12
4,1,11,16,0,4,1,2,0.4,0.54,0.1642,344
2,0,4,2,0,6,0,2,0.44,0.54,0.2239,65
1,0,3,20,0,5,1,1,0.62,0.46,0.1343,149
1,0,2,8,0,2,1,3,0.16,0.93,0.0,135
3,0,7,15,1,1,0,1,0.82,0.43,0.0896,408
3,1,9,13,0,2,1,1,0.66,0.29,0.0896,328
4,1,11,4,0,5,1,1,0.24,0.75,0.1045,4
3,1,7,10,0,0,0,2,0.66,0.74,0.0,379
1,0,12,19,0,5,1,1,0.34,0.53,0.194,76
1,1,12,3,0,0,0,2,0.26,0.56,0.4179,15
1,0,3,22,0,2,1,1,0.3,0.49,0.2239,55
4,0,10,7,0,0,0,1,0.4,0.62,0.1343,48
4,0,11,11,0,1,1,2,0.52,0.68,0.1045,118
1,0,2,4,0,3,1,1,0.2,0.51,0.194,1
1,1,2,16,1,1,0,1,0.36,0.29,0.1045,280
2,1,5,17,0,1,1,3,0.56,0.88,0.2537,229
3,0,9,13,0,3,1,1,0.76,0.55,0.2537,178
4,0,10,9,0,5,1,2,0.42,0.58,0.1343,222
3,1,8,14,0,4,1,1,0.82,0.32,0.0,248
1,0,12,0,1,1,0,1,0.22,0.75,0.1642,11
3,1,8,17,0,6,0,1,0.76,0.37,0.2239,635
1,1,2,1,0,2,1,1,0.28,0.61,0.1343,14
4,1,11,22,0,6,0,2,0.32,0.57,0.1045,145
3,0,6,5,0,2,1,2,0.6,0.88,0.1343,25
3,0,7,14,1,1,0,1,0.8,0.46,0.0,408
4,0,11,1,0,3,1,1,0.3,0.87,0.0,10
2,0,6,3,0,6,0,1,0.6,0.88,0.0896,20
2,0,6,16,0,0,0,1,0.72,0.51,0.0896,398
1,1,12,1,0,6,0,1,0.26,0.44,0.4478,35
3,1,9,13,0,6,0,1,0.74,0.51,0.3582,707
3,1,7,19,0,3,1,1,0.76,0.33,0.1343,698
2,1,5,15,0,3,1,2,0.7,0.61,0.0,257
4,0,10,23,0,3,1,3,0.54,0.94,0.0896,54
2,1,5,23,0,3,1,1,0.6,0.83,0.1343,106
4,1,10,11,1,1,0,2,0.4,0.62,0.0896,308
1,1,1,15,0,1,1,3,0.22,0.75,0.1642,69
3,1,8,14,0,6,0,1,0.8,0.49,0.2985,538
4,0,11,20,1,5,0,1,0.32,0.39,0.194,109
3,1,7,5,0,0,0,1,0.6,0.88,0.0,6
3,0,9,4,0,1,1,2,0.5,0.77,0.1642,8
3,1,7,10,0,1,1,2,0.66,0.83,0.194,175
1,0,3,20,0,6,0,1,0.4,0.58,0.1045,86
3,1,7,9,0,2,1,1,0.8,0.49,0.1642,272
1,0,2,14,0,4,1,2,0.4,0.5,0.2985,69
2,0,4,18,0,1,1,1,0.64,0.31,0.3582,362
4,1,10,12,0,0,0,1,0.62,0.46,0.3284,562
1,0,3,14,0,6,0,2,0.48,0.59,0.2836,198
3,1,6,19,0,6,0,1,0.8,0.27,0.194,425
2,0,4,22,0,4,1,1,0.48,0.55,0.1045,104
3,0,7,23,0,5,1,1,0.8,0.63,0.194,103
2,1,3,8,0,5,1,1,0.32,0.66,0.1642,593
4,0,12,20,0,6,0,1,0.22,0.69,0.2537,106
3,0,8,15,0,2,1,1,0.8,0.41,0.2985,159
2,0,4,21,0,6,0,2,0.56,0.83,0.2836,135
4,1,10,1,0,4,1,1,0.44,0.47,0.194,11
3,1,9,4,0,4,1,2,0.7,0.84,0.0896,8
2,1,6,4,0,4,1,1,0.46,0.88,0.1045,6
4,1,12,15,0,6,0,1,0.42,0.82,0.1642,541
3,0,8,7,0,0,0,3,0.62,0.83,0.3582,1
1,1,1,1,1,1,0,1,0.36,0.43,0.4179,12
2,0,4,10,0,2,1,1,0.66,0.69,0.3582,120
1,1,3,13,0,1,1,2,0.26,0.55,0.2985,120
3,0,7,13,0,5,1,1,0.7,0.54,0.194,247
3,1,9,23,0,4,1,1,0.64,0.89,0.1642,169
3,1,6,7,0,6,0,1,0.64,0.89,0.1642,92
3,1,8,16,0,0,0,2,0.66,0.65,0.0,356
2,1,6,19,0,5,1,1,0.74,0.3,0.2239,555
1,0,2,12,0,0,0,1,0.36,0.32,0.4627,152
1,1,1,11,0,6,0,2,0.18,0.86,0.1045,63
3,1,7,13,0,1,1,1,0.86,0.34,0.2239,236
4,1,11,22,0,0,0,1,0.42,0.71,0.194,134
2,0,5,17,0,2,1,1,0.62,0.65,0.4179,604
2,0,4,13,0,0,0,1,0.46,0.82,0.1045,263
4,1,12,13,0,3,1,1,0.46,0.41,0.2836,214
4,1,11,9,0,2,1,1,0.26,0.6,0.1642,363
3,1,7,17,0,1,1,3,0.76,0.66,0.5821,755
1,0,2,19,0,5,1,1,0.3,0.52,0.4478,90
2,1,6,21,0,6,0,1,0.74,0.4,0.194,316
1,1,1,19,0,5,1,1,0.46,0.33,0.2836,272
1,1,1,8,0,4,1,2,0.2,0.75,0.0,388
1,0,1,19,0,2,1,2,0.26,0.65,0.1642,146
3,0,8,13,0,4,1,1,0.7,0.79,0.1045,37
3,1,9,19,1,1,0,1,0.72,0.74,0.194,374
1,0,2,20,0,3,1,1,0.24,0.6,0.1642,109
4,1,11,14,0,2,1,3,0.28,0.87,0.3582,94
3,0,6,21,0,4,1,1,0.7,0.74,0.194,234
3,1,7,3,0,1,1,1,0.68,0.79,0.0896,6
3,0,8,5,0,1,1,1,0.7,0.79,0.0896,15
2,0,3,20,0,5,1,2,0.3,0.39,0.1343,81
2,0,4,16,0,0,0,2,0.46,0.31,0.194,303
3,1,8,13,0,5,1,2,0.86,0.47,0.2836,345
2,1,3,12,0,3,1,2,0.54,0.77,0.0,229
1,1,2,22,0,6,0,1,0.24,0.38,0.4627,82
4,0,12,13,0,0,0,1,0.4,0.66,0.2239,357
1,0,2,23,0,3,1,1,0.22,0.55,0.0896,39
1,0,1,18,0,6,0,1,0.14,0.39,0.2985,55
3,0,8,21,0,1,1,1,0.7,0.7,0.2537,220
4,0,10,23,0,4,1,1,0.34,0.61,0.4179,68
3,0,8,9,0,4,1,1,0.72,0.39,0.2239,197
2,1,6,16,0,6,0,1,0.82,0.24,0.194,534
4,1,9,9,0,6,0,1,0.5,0.63,0.194,332
2,0,3,10,0,0,0,2,0.22,0.55,0.2239,86
2,1,3,10,0,5,1,2,0.56,0.88,0.1045,275
3,1,9,1,0,3,1,1,0.7,0.84,0.194,13
3,0,9,8,0,4,1,1,0.64,0.73,0.1343,391
3,1,7,20,0,6,0,1,0.72,0.84,0.0896,356
3,1,8,21,0,1,1,1,0.74,0.7,0.194,317
3,1,9,12,0,3,1,1,0.78,0.7,0.1045,266
3,1,7,10,0,2,1,1,0.72,0.66,0.0,227
4,1,11,16,0,6,0,1,0.28,0.38,0.4478,170
4,1,11,23,0,5,1,1,0.34,0.53,0.2985,119
3,0,9,0,0,4,1,3,0.6,1.0,0.194,14
2,0,5,16,0,5,1,2,0.6,0.53,0.1642,330
3,0,9,22,0,3,1,2,0.62,0.94,0.0,127
2,0,4,8,0,6,0,1,0.4,0.54,0.2985,91
3,0,9,1,0,3,1,1,0.54,0.94,0.0,17
2,1,3,9,0,6,0,2,0.52,0.83,0.1343,249
4,1,10,9,0,2,1,3,0.58,0.88,0.1343,86
2,1,5,19,0,6,0,1,0.7,0.39,0.1343,432
4,0,11,22,0,0,0,3,0.46,0.88,0.0896,40
4,1,11,10,0,3,1,1,0.3,0.49,0.1045,161
1,1,12,4,0,5,1,2,0.36,0.71,0.4925,6
3,1,9,16,0,4,1,1,0.72,0.39,0.0896,491
3,1,9,21,0,2,1,1,0.56,0.6,0.1045,310
3,1,8,21,0,6,0,1,0.8,0.59,0.2537,289
1,1,1,15,0,3,1,1,0.36,0.46,0.0,155
4,1,12,18,0,6,0,2,0.34,0.76,0.0,297
1,1,1,2,0,2,1,3,0.28,0.75,0.2537,12
3,1,9,5,0,5,1,1,0.5,0.82,0.0,49
4,0,11,10,0,0,0,2,0.44,0.72,0.1045,229
4,1,10,17,0,0,0,3,0.46,0.77,0.5224,225
1,1,2,19,0,5,1,1,0.38,0.37,0.2239,282
4,1,10,14,0,0,0,1,0.66,0.39,0.4179,617
2,0,3,20,0,0,0,1,0.28,0.36,0.1642,57
3,1,9,5,0,2,1,1,0.46,0.72,0.0896,44
2,1,3,1,0,4,1,1,0.52,0.83,0.0896,30
3,0,7,3,0,1,1,1,0.74,0.79,0.0,4
3,0,7,18,0,5,1,1,0.9,0.37,0.1642,284
3,1,7,1,0,3,1,1,0.7,0.58,0.194,28
2,1,5,12,0,5,1,3,0.62,0.78,0.3582,171
1,1,3,5,0,1,1,1,0.44,0.94,0.0,31
4,1,12,23,0,0,0,3,0.36,1.0,0.0896,51
4,0,12,11,0,0,0,1,0.26,0.35,0.0,197
3,1,7,4,0,0,0,2,0.68,0.89,0.1045,19
3,1,7,7,1,3,0,1,0.68,0.65,0.0,72
4,0,10,22,1,1,0,1,0.56,0.88,0.0896,126
2,0,4,8,0,0,0,1,0.38,0.46,0.3881,43
4,0,11,15,0,6,0,1,0.4,0.37,0.194,343
4,1,12,17,0,2,1,1,0.32,0.53,0.2239,601
1,0,1,12,0,1,1,2,0.12,0.42,0.194,63
2,1,6,16,0,3,1,1,0.64,0.41,0.1343,452
1,0,2,14,0,1,1,2,0.36,0.57,0.0896,60
2,0,4,23,0,4,1,1,0.4,0.43,0.1045,99
4,1,10,5,0,6,0,1,0.3,0.61,0.194,11
3,1,7,22,0,4,1,1,0.72,0.51,0.1642,318
1,0,3,11,0,4,1,1,0.44,0.54,0.2836,86
2,0,3,21,0,1,1,1,0.46,0.94,0.194,91
4,0,11,10,0,3,1,1,0.34,0.66,0.2239,110
2,0,3,0,0,1,1,1,0.22,0.55,0.194,12
3,1,7,13,0,1,1,1,0.84,0.49,0.2836,239
1,1,3,6,0,2,1,2,0.52,0.94,0.1642,100
3,0,6,2,0,3,1,1,0.66,0.83,0.2239,16
3,0,8,2,0,1,1,1,0.7,0.74,0.1045,11
1,1,2,9,0,5,1,2,0.26,1.0,0.0,283
3,0,9,12,0,2,1,3,0.54,0.83,0.3881,67
3,0,7,19,0,2,1,1,0.76,0.75,0.194,388
4,0,12,9,0,2,1,2,0.36,0.66,0.0,259
3,0,9,13,0,5,1,2,0.54,0.42,0.0,223
3,0,8,14,0,5,1,2,0.78,0.52,0.2537,245
4,1,12,4,0,3,1,1,0.5,0.63,0.4478,10
2,1,5,16,0,5,1,1,0.78,0.52,0.2239,584
3,0,7,14,0,6,0,1,0.9,0.29,0.0,305
3,0,7,21,0,5,1,1,0.7,0.45,0.194,218
3,0,9,21,0,0,0,1,0.72,0.74,0.2537,207
1,0,2,11,0,6,0,1,0.3,0.28,0.3284,114
4,0,11,6,0,0,0,1,0.34,0.66,0.1343,23
4,0,12,17,0,0,0,1,0.28,0.3,0.0,163
1,1,12,7,0,6,0,1,0.26,0.44,0.4179,20
3,1,7,15,0,5,1,2,0.7,0.84,0.2985,216
4,1,10,9,0,0,0,1,0.46,0.55,0.1642,269
1,1,2,3,1,1,0,2,0.24,0.81,0.194,8
2,1,4,15,0,6,0,1,0.72,0.39,0.2537,628
4,0,10,0,0,2,1,1,0.48,0.82,0.0,31
3,1,8,2,0,5,1,1,0.66,0.89,0.1343,20
2,1,6,5,0,5,1,1,0.54,0.88,0.1045,33
3,1,7,19,0,3,1,2,0.76,0.62,0.1045,516
2,1,4,21,0,4,1,1,0.42,0.35,0.1343,187
4,0,11,18,0,6,0,1,0.42,0.58,0.194,203
2,0,5,18,0,2,1,1,0.7,0.48,0.4179,544
4,0,11,12,1,4,0,1,0.46,0.36,0.2239,150
4,1,12,5,0,2,1,3,0.34,0.71,0.3284,41
1,0,3,0,0,5,1,1,0.42,0.58,0.2836,29
2,0,6,22,0,0,0,1,0.66,0.78,0.2239,152
2,1,5,10,0,1,1,3,0.54,0.88,0.2537,59
2,1,4,12,0,4,1,1,0.54,0.49,0.0,264
1,0,2,5,0,6,0,1,0.12,0.74,0.0896,1
3,1,7,18,0,6,0,1,0.72,0.79,0.1343,351
3,1,7,22,0,6,0,1,0.66,0.78,0.0896,276
1,0,12,14,0,5,1,1,0.4,0.54,0.4179,200
4,1,10,5,0,1,1,1,0.44,0.77,0.0,36
3,0,7,20,0,2,1,1,0.74,0.74,0.0896,277
3,1,8,21,0,6,0,1,0.66,0.61,0.0,338
1,0,3,2,0,6,0,1,0.24,0.65,0.194,14
4,0,11,23,0,5,1,1,0.26,0.6,0.1343,59
2,1,3,19,0,6,0,3,0.46,0.94,0.1343,133
4,1,9,11,0,0,0,1,0.56,0.46,0.2537,570
1,0,2,12,0,6,0,1,0.44,0.18,0.4925,119
3,1,8,1,0,4,1,1,0.64,0.65,0.0,23
1,0,1,12,0,6,0,1,0.42,0.77,0.2836,84
3,0,8,9,0,5,1,1,0.7,0.65,0.1343,218
2,0,5,11,0,0,0,1,0.58,0.49,0.0896,340
1,1,1,4,0,0,0,1,0.24,0.3,0.0,5
4,1,11,21,0,6,0,1,0.24,0.44,0.194,75
4,0,10,20,0,4,1,1,0.42,0.67,0.4925,182
3,0,7,22,0,3,1,1,0.68,0.83,0.194,184
4,0,11,10,0,6,0,1,0.32,0.53,0.2537,227
2,0,5,20,0,5,1,1,0.58,0.64,0.1045,220
4,0,11,18,0,4,1,1,0.46,0.63,0.1343,433
3,0,9,6,0,2,1,1,0.56,0.88,0.1045,122
2,0,6,7,0,2,1,1,0.56,0.52,0.4179,365
4,0,12,16,0,6,0,1,0.38,0.46,0.0,305
4,0,11,1,0,2,1,1,0.52,0.83,0.0896,17
3,0,8,10,0,5,1,1,0.72,0.62,0.0896,165
2,0,5,6,0,3,1,3,0.34,0.93,0.3881,21
3,0,6,4,0,4,1,1,0.58,0.64,0.1343,6
2,0,5,19,1,1,0,2,0.52,0.48,0.1045,225
2,1,5,11,0,5,1,1,0.62,0.43,0.0,334
2,1,5,20,0,5,1,1,0.62,0.25,0.1343,341
1,1,1,2,0,4,1,1,0.2,0.51,0.0896,4
2,0,4,23,0,6,0,2,0.38,0.87,0.0896,57
3,1,9,9,0,6,0,1,0.7,0.74,0.3881,348
1,0,2,8,0,1,1,2,0.16,1.0,0.0,230
4,0,10,2,0,2,1,1,0.42,0.82,0.1343,5
3,0,8,16,0,3,1,1,0.74,0.42,0.1343,309
4,0,12,13,0,1,1,1,0.34,0.49,0.3284,142
3,0,9,0,0,1,1,1,0.56,0.88,0.0896,16
2,1,5,23,0,1,1,2,0.54,0.45,0.194,113
1,0,12,21,0,3,1,1,0.5,0.88,0.2836,123
1,0,12,2,0,3,1,1,0.32,0.61,0.2537,7
2,1,6,0,0,2,1,2,0.6,0.78,0.1642,35
1,0,1,23,0,3,1,1,0.14,0.59,0.4179,20
2,1,6,4,0,0,0,1,0.54,0.64,0.0896,18
2,0,5,6,0,5,1,1,0.36,0.81,0.0896,82
1,0,2,16,1,1,0,3,0.28,0.75,0.4179,56
4,0,10,2,0,6,0,1,0.46,0.63,0.4179,67
1,1,2,19,0,3,1,1,0.54,0.52,0.2836,335
2,1,5,12,0,6,0,1,0.72,0.58,0.1045,550
4,0,11,17,1,5,0,1,0.34,0.39,0.3284,310
2,1,3,23,0,1,1,1,0.34,0.25,0.5224,48
3,0,9,3,0,0,0,1,0.64,0.89,0.194,43
2,1,5,9,0,3,1,2,0.56,0.88,0.0,315
2,1,4,16,0,0,0,1,0.52,0.52,0.2537,511
1,1,12,1,0,4,1,3,0.24,0.93,0.4478,5
3,0,7,12,0,0,0,1,0.9,0.25,0.194,338
2,1,4,18,0,1,1,3,0.32,0.81,0.1343,379
4,0,12,23,0,1,1,1,0.36,0.53,0.1642,60
2,0,5,7,0,5,1,3,0.5,0.88,0.1642,157
3,0,6,21,0,3,1,1,0.72,0.39,0.2239,221
2,0,5,6,0,0,0,1,0.52,0.94,0.1045,18
1,0,3,19,0,2,1,1,0.3,0.49,0.1343,119
2,1,6,20,0,0,0,1,0.66,0.39,0.194,314
3,1,9,8,0,6,0,1,0.6,0.73,0.2985,218
2,0,4,21,0,4,1,2,0.44,0.67,0.2836,108
2,1,4,17,0,1,1,1,0.56,0.6,0.1642,683
2,0,4,19,0,6,0,2,0.38,0.82,0.1343,130
4,1,11,16,0,2,1,1,0.38,0.4,0.2985,310
2,0,4,6,0,1,1,2,0.46,1.0,0.2239,61
2,1,4,15,0,4,1,1,0.6,0.43,0.0,262
2,1,5,9,0,6,0,1,0.54,0.49,0.0,335
3,0,9,3,0,5,1,1,0.4,0.71,0.2537,6
4,0,11,12,0,0,0,2,0.52,0.29,0.4179,354
4,0,12,5,0,6,0,1,0.24,0.7,0.0896,6
2,0,6,11,0,0,0,2,0.64,0.69,0.1045,335
2,0,5,15,0,0,0,2,0.5,0.72,0.0,266
3,0,7,22,0,0,0,1,0.78,0.66,0.0,98
2,0,4,12,0,1,1,2,0.56,0.49,0.0896,184
3,0,9,15,0,0,0,1,0.78,0.66,0.2836,410
3,0,9,18,0,5,1,2,0.68,0.65,0.194,355
2,1,3,23,0,5,1,1,0.6,0.69,0.2537,176
2,1,6,6,0,0,0,1,0.46,0.82,0.1045,22
2,1,6,18,0,5,1,1,0.76,0.27,0.2239,723
4,0,9,16,0,4,1,1,0.68,0.41,0.3582,291
4,0,10,17,0,1,1,1,0.56,0.64,0.1343,620
1,1,12,22,0,1,1,2,0.24,0.93,0.0,12
3,0,9,19,0,4,1,1,0.46,0.67,0.4627,232
1,1,1,13,0,2,1,2,0.38,0.76,0.3284,103
3,0,7,17,0,0,0,3,0.8,0.49,0.8507,358
4,1,11,5,0,0,0,1,0.28,0.81,0.1343,12
2,1,4,0,0,1,1,3,0.44,0.82,0.1045,17
4,0,9,7,0,3,1,3,0.6,0.94,0.1642,185
3,1,9,8,0,6,0,1,0.56,0.49,0.4179,212
2,1,5,2,0,3,1,1,0.56,0.83,0.0,16
4,1,11,3,0,6,0,1,0.3,0.81,0.0,20
4,1,9,15,0,5,1,2,0.68,0.54,0.2836,392
3,0,7,7,0,4,1,1,0.72,0.7,0.1642,305
2,0,4,18,0,0,0,2,0.46,0.31,0.0,172
4,0,10,21,0,0,0,1,0.36,0.71,0.2239,88
4,1,11,17,0,5,1,1,0.42,0.44,0.1343,654
3,0,8,10,0,2,1,1,0.7,0.39,0.2239,137
2,0,6,10,0,1,1,2,0.6,0.78,0.2537,91
3,1,7,11,0,0,0,1,0.76,0.55,0.2239,509
3,0,6,21,0,0,0,2,0.7,0.54,0.1045,183
2,0,6,10,0,5,1,1,0.62,0.33,0.2537,161
4,1,10,20,0,4,1,1,0.42,0.62,0.1642,415
2,0,4,19,0,4,1,1,0.62,0.43,0.2985,404
1,1,1,2,0,4,1,2,0.28,0.75,0.1642,7
4,0,9,13,0,3,1,1,0.7,0.74,0.2537,162
4,1,9,12,0,1,1,1,0.56,0.35,0.2985,342
3,0,7,15,0,3,1,1,0.86,0.5,0.1642,138
2,1,6,4,0,1,1,1,0.54,0.64,0.0896,8
2,0,4,12,0,6,0,2,0.46,0.88,0.5821,32
3,0,7,19,0,3,1,1,0.8,0.29,0.0896,375
1,1,3,8,0,2,1,2,0.52,0.88,0.1045,516
4,1,11,16,0,2,1,2,0.42,0.62,0.0896,395
4,0,11,5,0,1,1,2,0.44,0.67,0.2537,19
3,0,7,5,1,1,0,2,0.64,0.83,0.1343,4
4,0,9,21,0,3,1,3,0.6,0.88,0.2537,74
1,1,1,20,0,4,1,1,0.26,0.52,0.4478,191
3,0,7,8,1,1,0,1,0.7,0.74,0.1045,86
3,1,9,11,0,0,0,1,0.64,0.47,0.1642,559
2,0,4,8,0,3,1,1,0.32,0.61,0.2239,325
2,1,4,20,0,6,0,1,0.5,0.2,0.2239,208
3,1,7,23,0,3,1,1,0.68,0.57,0.2985,239
1,1,3,12,0,4,1,2,0.62,0.5,0.1343,265
2,1,4,4,0,0,0,2,0.44,0.77,0.1642,7
3,0,9,17,1,1,0,2,0.66,0.89,0.1045,114
4,1,10,17,0,1,1,3,0.56,0.6,0.2537,856
4,0,11,11,0,5,1,2,0.44,0.67,0.4478,162
1,1,1,18,1,1,0,1,0.26,0.52,0.3284,181
4,0,12,22,0,2,1,2,0.36,0.66,0.0,107
1,0,3,7,0,5,1,1,0.16,0.8,0.1343,83
4,1,10,20,0,5,1,1,0.52,0.77,0.194,229
3,1,8,6,0,0,0,1,0.72,0.79,0.2537,19
3,0,6,2,0,1,1,3,0.62,0.78,0.1343,6
3,1,7,6,0,2,1,1,0.72,0.66,0.1045,213
2,0,6,5,0,2,1,1,0.58,0.88,0.1642,32
1,0,12,11,1,1,0,1,0.34,0.46,0.5821,91
3,1,7,5,0,3,1,1,0.64,0.89,0.0,41
1,0,2,23,0,6,0,1,0.22,0.51,0.1343,32
4,0,10,11,0,0,0,2,0.38,0.66,0.2537,292
4,0,10,10,0,4,1,1,0.46,0.59,0.4478,130
4,0,12,22,0,1,1,1,0.26,0.7,0.0,71
1,0,1,20,0,1,1,1,0.16,0.5,0.1642,74
1,0,2,0,0,4,1,3,0.14,0.86,0.194,16
3,1,7,3,0,2,1,1,0.7,0.65,0.1343,2
3,1,7,14,0,6,0,1,0.8,0.55,0.1045,632
1,0,3,5,0,2,1,1,0.2,0.69,0.1045,10
1,1,2,14,0,2,1,1,0.4,0.4,0.2239,124
1,1,1,13,0,2,1,1,0.46,0.36,0.2239,198
1,0,2,16,0,6,0,1,0.44,0.16,0.6418,120
2,1,3,17,0,3,1,1,0.6,0.69,0.0896,729
3,0,8,6,0,4,1,1,0.62,0.65,0.1642,106
4,1,11,12,0,5,1,2,0.38,0.46,0.0,268
1,0,1,16,0,4,1,1,0.22,0.55,0.194,24
2,1,4,6,0,5,1,1,0.3,0.49,0.3881,80
2,1,4,8,0,6,0,1,0.36,0.71,0.1343,160
1,1,1,8,0,6,0,1,0.2,0.8,0.0896,91
3,0,9,21,0,1,1,1,0.64,0.73,0.0896,195
2,1,6,18,0,2,1,1,0.6,0.43,0.194,790
3,1,9,1,0,2,1,1,0.5,0.63,0.0,10
1,1,2,8,0,5,1,1,0.2,0.59,0.1642,448
1,0,1,2,0,6,0,2,0.04,0.41,0.2537,11
1,1,2,15,0,5,1,1,0.42,0.35,0.4179,221
2,1,5,16,0,4,1,1,0.68,0.57,0.1642,370
3,0,7,20,0,5,1,1,0.84,0.56,0.0,212
3,0,7,13,0,2,1,1,0.86,0.53,0.1045,172
1,1,3,6,0,5,1,1,0.3,0.7,0.0,92
4,1,10,8,0,4,1,1,0.38,0.46,0.3881,798
4,1,10,1,0,6,0,1,0.56,0.83,0.2537,141
3,0,8,10,0,0,0,1,0.74,0.74,0.2537,274
4,1,10,12,0,5,1,1,0.64,0.69,0.2239,332
1,0,3,22,0,2,1,2,0.32,0.87,0.1642,21
1,0,3,9,0,1,1,1,0.22,0.64,0.4627,134
4,1,11,21,0,1,1,2,0.38,0.54,0.2239,203
4,0,10,17,0,3,1,3,0.56,0.94,0.1642,181
2,1,4,10,0,2,1,1,0.46,0.47,0.1642,181
2,0,6,4,0,0,0,1,0.62,0.88,0.1642,14
3,1,7,4,0,0,0,1,0.64,0.69,0.194,13
3,0,7,17,0,3,1,1,0.7,0.79,0.0,488
3,1,9,13,0,6,0,1,0.68,0.36,0.194,704
4,1,11,18,0,4,1,2,0.4,0.5,0.1642,678
3,0,9,6,1,1,0,2,0.66,0.74,0.1343,11
1,0,2,13,1,1,0,3,0.3,0.81,0.3284,103
3,1,8,19,0,0,0,2,0.64,0.73,0.1343,341
3,0,7,6,0,3,1,1,0.7,0.54,0.2239,123
4,1,10,16,0,4,1,1,0.5,0.36,0.1343,481
3,1,6,21,0,1,1,1,0.68,0.3,0.3284,331
2,1,4,16,0,6,0,1,0.7,0.42,0.3284,639
1,1,1,19,0,6,0,2,0.42,0.41,0.5522,206
2,0,4,9,0,2,1,3,0.52,0.63,0.0896,162
1,1,3,22,0,3,1,1,0.52,0.55,0.1343,202
3,1,7,4,1,3,0,1,0.68,0.69,0.2537,16
1,0,3,11,0,5,1,1,0.28,0.52,0.2239,89
4,1,12,16,0,6,0,2,0.38,0.66,0.0,443
4,0,12,13,0,5,1,1,0.38,0.5,0.194,168
3,0,9,6,0,6,0,2,0.46,0.72,0.2239,22
3,0,6,22,0,4,1,1,0.7,0.42,0.1642,207
1,1,1,15,0,2,1,1,0.54,0.26,0.4478,177
1,0,2,9,0,5,1,2,0.16,0.8,0.1343,127
2,1,5,7,0,0,0,3,0.52,0.83,0.1642,36
1,1,1,17,0,3,1,3,0.34,0.87,0.2239,134
3,1,6,10,0,6,0,1,0.74,0.55,0.194,494
2,1,6,7,0,5,1,1,0.56,0.83,0.1642,430
4,0,12,9,0,1,1,2,0.36,0.87,0.0896,190
4,1,12,12,0,2,1,3,0.48,0.48,0.2537,313
1,1,2,17,0,3,1,1,0.42,0.38,0.194,487
2,1,5,3,0,5,1,1,0.46,0.41,0.2836,13
4,1,12,2,0,4,1,1,0.32,0.66,0.0,8
1,1,3,7,0,0,0,3,0.42,0.88,0.1642,42
4,0,10,18,0,2,1,2,0.6,0.78,0.2239,539
4,0,11,22,0,6,0,1,0.3,0.65,0.0,82
4,0,10,17,0,4,1,1,0.56,0.52,0.1343,568
2,0,4,11,0,0,0,2,0.4,0.87,0.1343,202
1,0,2,20,0,1,1,2,0.32,0.7,0.1045,88
4,1,11,5,0,6,0,1,0.28,0.87,0.0,10
4,1,9,18,0,0,0,1,0.54,0.37,0.194,540
4,1,11,6,0,5,1,2,0.3,0.61,0.0896,130
4,1,12,13,0,0,0,1,0.4,0.71,0.2239,431
1,1,3,13,0,0,0,1,0.42,0.41,0.2985,464
1,1,2,16,0,0,0,1,0.36,0.32,0.2537,339
